source_city,destination_city,distance,travel_mode,season,num_days,hotel_type,activity_level,food_preference,group_size,travel_cost,stay_cost,food_cost,activity_cost,total_cost,per_person_cost
Delhi,Manali,441,flight,summer,3,budget,high,budget,5,3223,3968,1585,7205,14383,2877
Kolkata,Andaman,1414,bus,monsoon,14,budget,high,budget,3,1080,13647,6705,26100,47532,15844
Hyderabad,Varanasi,1092,train,winter,9,5-star,high,budget,5,1756,136220,4167,21220,147027,29405
Chennai,Ladakh,3361,train,autumn,2,budget,moderate,mixed,5,4358,2648,1830,1849,9616,1923
Bangalore,Kerala,663,flight,winter,13,4-star,moderate,mixed,2,4341,88189,11755,10401,114686,57343
Ahmedabad,Shimla,1373,car,monsoon,12,budget,high,luxury,7,8051,11054,27283,26682,65763,9395
Hyderabad,Andaman,2199,train,autumn,8,5-star,moderate,budget,1,3220,92670,3907,6980,106776,106776
Delhi,Goa,1938,bus,winter,10,3-star,high,mixed,2,2410,43943,10517,23504,80374,40187
Kolkata,Andaman,1539,car,monsoon,5,4-star,low,budget,5,9472,25010,2649,1095,34403,6881
Pune,Andaman,2118,bus,monsoon,7,5-star,low,mixed,6,1826,67026,7245,1925,70219,11703
Chandigarh,Agra,988,train,monsoon,4,budget,high,luxury,7,1104,4252,8787,7470,19451,2779
Ahmedabad,Darjeeling,1548,bus,monsoon,6,5-star,high,budget,4,1374,52239,3220,13052,62896,15724
Kolkata,Agra,1284,train,monsoon,14,4-star,high,budget,2,1450,67543,7114,26576,102683,51341
Pune,Andaman,2152,bus,summer,7,4-star,high,mixed,4,2956,41618,7740,14913,60505,15126
Hyderabad,Jaipur,1091,flight,summer,6,5-star,moderate,luxury,1,6688,75902,13015,5428,101032,101032
Mumbai,Ooty,1278,train,summer,13,hostel,moderate,luxury,6,1863,9566,27715,12555,46529,7755
Bangalore,Goa,531,train,monsoon,11,3-star,high,luxury,7,526,23339,24833,20097,61915,8845
Delhi,Munnar,2878,flight,winter,7,4-star,low,budget,4,16908,47264,3982,1789,62949,15737
Lucknow,Varanasi,1180,car,monsoon,9,3-star,low,luxury,5,6245,22277,21857,2067,47201,9440
Chennai,Ladakh,3428,flight,summer,6,budget,high,mixed,3,14595,8596,5914,11215,40319,13440
Chennai,Jaisalmer,2141,car,winter,12,hostel,high,budget,4,21803,11313,5854,27342,59681,14920
Ahmedabad,Jaipur,910,flight,summer,14,hostel,low,luxury,6,4871,11642,35064,3105,49214,8202
Bangalore,Kerala,526,car,autumn,12,4-star,high,luxury,6,3526,72502,25736,22778,112089,18681
Delhi,Munnar,2826,train,winter,2,budget,high,luxury,1,5499,3781,4944,4501,18725,18725
Chandigarh,Jaipur,939,car,summer,9,5-star,high,budget,7,7650,135019,5169,17498,148802,21257
Pune,Jaisalmer,1292,flight,autumn,4,hostel,moderate,budget,3,6301,2633,2092,4093,15120,5040
Hyderabad,Agra,1000,bus,winter,10,4-star,low,luxury,4,1228,77321,20228,2170,90853,22713
Chennai,Agra,1700,car,summer,9,5-star,low,mixed,3,17008,142100,9150,1946,170205,56735
Lucknow,Jaipur,1086,car,autumn,7,budget,moderate,budget,3,8669,7805,3353,7185,27012,9004
Delhi,Shimla,297,flight,monsoon,12,budget,high,budget,4,3800,12983,5923,27817,45471,11368
Bangalore,Ooty,177,train,autumn,6,5-star,moderate,luxury,2,238,75149,13913,5619,94919,47459
Pune,Jaisalmer,1241,bus,autumn,2,3-star,low,budget,1,1234,5238,1116,476,8065,8065
Delhi,Darjeeling,1542,car,summer,7,3-star,high,mixed,4,12981,23678,6151,16528,53404,13351
Delhi,Shimla,445,flight,monsoon,11,4-star,high,mixed,7,2592,50783,10734,26325,81391,11627
Lucknow,Darjeeling,1479,car,autumn,12,5-star,moderate,budget,5,10688,125074,5458,10089,136178,27236
Mumbai,Shimla,1955,train,autumn,6,budget,low,budget,4,2484,8169,3347,1320,13787,3447
Delhi,Manali,444,flight,autumn,8,budget,low,budget,5,3222,9007,4284,1978,16642,3328
Kolkata,Manali,1980,bus,summer,7,hostel,high,luxury,2,2634,5819,13805,14486,36744,18372
Hyderabad,Jaisalmer,1286,flight,summer,9,hostel,moderate,budget,7,6960,6895,5044,7844,24068,3438
Hyderabad,Ooty,1306,train,autumn,14,5-star,low,budget,4,1827,185279,7287,3697,178280,44570
Lucknow,Ooty,1221,train,autumn,9,3-star,moderate,luxury,2,1864,26798,22642,8853,60157,30079
Bangalore,Jaipur,1931,train,autumn,12,budget,high,budget,5,2450,15284,5908,24747,43551,8710
Pune,Manali,1507,car,monsoon,13,5-star,high,luxury,2,8438,101087,28092,27128,164745,82372
Chennai,Udaipur,1733,train,winter,11,5-star,moderate,luxury,3,2689,189668,27330,11269,230956,76985
Bangalore,Ladakh,3125,bus,autumn,8,budget,moderate,luxury,4,2923,10073,16091,6250,31803,7951
Chandigarh,Jaipur,912,car,summer,13,3-star,low,luxury,4,8718,41080,29511,2967,74049,18512
Bangalore,Kerala,543,train,monsoon,8,5-star,high,mixed,1,484,76540,6829,15758,99610,99610
Hyderabad,Manali,1409,train,autumn,8,4-star,high,budget,4,1997,50142,4178,18051,66931,16733
Hyderabad,Munnar,1505,flight,winter,6,budget,moderate,mixed,5,9139,10157,6345,6021,28496,5699
Lucknow,Kerala,1571,bus,winter,6,budget,high,budget,6,2347,9789,2743,12056,24242,4040
Ahmedabad,Andaman,2229,car,winter,5,hostel,high,mixed,4,19092,3683,5136,10813,34852,8713
Pune,Munnar,1563,train,autumn,3,5-star,high,budget,4,1880,30737,1320,6507,36400,9100
Kolkata,Ladakh,2563,bus,monsoon,13,3-star,moderate,mixed,3,1980,31213,12679,12531,58402,19467
Kolkata,Munnar,2648,car,autumn,10,4-star,moderate,luxury,6,21168,51291,21330,8109,91708,15285
Kolkata,Jaisalmer,2043,flight,autumn,7,4-star,high,mixed,5,9159,37740,7570,14044,61662,12332
Chennai,Kerala,716,train,summer,14,5-star,high,luxury,7,1030,174304,27230,28002,207510,29644
Delhi,Ladakh,900,train,winter,5,4-star,moderate,luxury,2,1470,41553,10976,4283,58281,29141
Pune,Goa,1068,train,monsoon,9,4-star,moderate,mixed,5,958,35120,8198,7862,46924,9385
Delhi,Manali,453,car,winter,6,4-star,high,luxury,7,5096,41033,11506,14031,64499,9214
Chandigarh,Varanasi,1183,car,summer,14,hostel,low,luxury,4,11036,10536,34899,2898,53432,13358
Pune,Agra,999,bus,winter,6,hostel,low,budget,2,1290,5609,2567,1540,11007,5503
Bangalore,Andaman,2285,train,monsoon,10,5-star,moderate,budget,1,2374,78606,5630,8840,95451,95451
Ahmedabad,Udaipur,1025,bus,autumn,13,hostel,moderate,luxury,3,1193,8474,24419,12385,46472,15491
Ahmedabad,Jaipur,975,car,summer,14,budget,high,luxury,5,8970,17877,34724,25982,78798,15760
Chandigarh,Jaisalmer,1232,flight,autumn,14,hostel,low,mixed,1,5105,8440,11931,2917,28393,28393
Lucknow,Jaisalmer,1315,car,winter,5,budget,high,luxury,4,11495,7952,11259,9162,35881,8970
Pune,Ooty,1277,bus,monsoon,14,3-star,moderate,luxury,3,1064,32571,31296,14439,79370,26457
Mumbai,Udaipur,760,car,winter,7,budget,moderate,luxury,1,8184,11562,15727,6351,41824,41824
Kolkata,Rishikesh,1641,car,summer,7,3-star,low,mixed,7,12912,21732,8008,1626,39851,5693
Chennai,Udaipur,1633,train,monsoon,7,budget,moderate,budget,1,1829,7656,3095,5949,18529,18529
Pune,Darjeeling,1483,bus,autumn,4,5-star,high,budget,4,1453,44794,1802,9060,51399,12850
Hyderabad,Shimla,1386,bus,winter,3,budget,moderate,budget,2,2106,4574,1562,2825,11068,5534
Kolkata,Rishikesh,1649,bus,summer,2,5-star,low,luxury,6,1793,24336,4527,448,27994,4666
Chennai,Manali,2835,bus,winter,5,4-star,moderate,budget,7,3770,41444,2612,4686,47260,6751
Bangalore,Ooty,348,car,monsoon,6,hostel,high,budget,5,2054,2931,3112,11075,17255,3451
Kolkata,Shimla,1778,bus,summer,9,5-star,moderate,budget,2,2056,130793,4975,8244,146068,73034
Delhi,Rishikesh,259,car,summer,12,5-star,high,budget,6,2176,144403,5194,23336,157598,26266
Hyderabad,Varanasi,1086,train,summer,4,budget,high,luxury,3,1782,5282,9784,8419,25268,8423
Ahmedabad,Ladakh,2118,train,autumn,14,budget,moderate,mixed,6,3180,17398,14922,11116,41955,6992
Delhi,Ladakh,917,bus,winter,11,hostel,moderate,budget,6,1190,9118,4725,9595,22165,3694
Chennai,Andaman,1467,train,winter,11,3-star,moderate,mixed,6,2730,48949,12185,9093,65662,10944
Pune,Jaipur,1040,flight,autumn,6,4-star,high,mixed,2,5333,30823,6696,13551,56403,28202
Kolkata,Varanasi,696,train,autumn,9,budget,high,luxury,7,866,10789,19621,17941,44294,6328
Delhi,Jaisalmer,887,train,summer,6,hostel,low,mixed,5,1323,4651,5879,1255,11797,2359
Hyderabad,Andaman,2249,car,winter,6,hostel,low,luxury,7,21235,5156,14356,1364,37900,5414
Chandigarh,Udaipur,1068,train,winter,3,hostel,low,budget,6,1940,2343,1592,785,5994,999
Bangalore,Manali,2607,flight,winter,9,4-star,high,luxury,7,12070,68632,20735,21140,110320,15760
Delhi,Ladakh,916,bus,autumn,11,3-star,moderate,luxury,4,972,34180,25501,9164,62835,15709
Delhi,Varanasi,805,train,autumn,3,5-star,high,mixed,4,1251,34769,3211,6132,40826,10207
Lucknow,Shimla,1319,bus,monsoon,3,hostel,moderate,mixed,2,1054,1297,2664,3050,8065,4032
Kolkata,Rishikesh,1518,bus,winter,6,budget,low,mixed,2,2019,9230,5994,1344,18587,9293
Ahmedabad,Manali,1419,bus,summer,5,5-star,moderate,luxury,1,1614,63220,11983,4585,81402,81402
Bangalore,Manali,2561,bus,autumn,10,budget,low,mixed,1,3086,11568,9432,2749,26835,26835
Chennai,Kerala,754,flight,winter,11,4-star,low,mixed,6,5400,96386,11589,2696,104464,17411
Pune,Kerala,1466,train,winter,4,hostel,low,mixed,2,2818,3654,4100,1078,11649,5825
Lucknow,Manali,1482,bus,winter,4,3-star,high,mixed,3,1917,17044,4161,8482,31605,10535
Chennai,Manali,2710,bus,winter,5,3-star,high,luxury,4,4238,18918,11781,10424,40825,10206
Bangalore,Kerala,638,car,autumn,4,budget,high,mixed,4,4462,4475,3897,7177,18011,4503
Hyderabad,Jaipur,1087,flight,monsoon,13,5-star,moderate,mixed,7,3308,104083,12250,10094,116760,16680
Pune,Jaisalmer,1226,flight,winter,14,3-star,moderate,mixed,3,6874,54119,14029,13308,88330,29443
Ahmedabad,Manali,1449,car,autumn,12,5-star,low,mixed,6,10042,139510,12589,2777,148427,24738
Kolkata,Darjeeling,537,bus,winter,5,hostel,high,mixed,5,825,4598,5652,11574,20384,4077
Chennai,Ooty,620,car,monsoon,5,budget,low,budget,6,3540,5446,2802,1335,11811,1968
Hyderabad,Jaipur,926,car,winter,5,hostel,low,luxury,5,8641,3651,9942,1296,21177,4235
Mumbai,Ooty,1100,train,summer,8,3-star,low,mixed,3,1717,28464,7040,2096,39316,13105
Delhi,Darjeeling,1415,flight,summer,12,4-star,moderate,luxury,6,7648,71965,30181,11913,109536,18256
Mumbai,Munnar,1532,train,winter,2,3-star,high,budget,1,2974,7074,1027,4446,15521,15521
Chennai,Darjeeling,2099,bus,autumn,10,hostel,high,mixed,3,2455,5969,9689,20412,38524,12841
Chandigarh,Darjeeling,1587,flight,autumn,2,budget,low,mixed,1,6758,2698,1813,424,11693,11693
Lucknow,Ladakh,2165,bus,winter,9,4-star,high,mixed,7,3309,75357,9220,20492,97540,13934
Ahmedabad,Andaman,2142,flight,winter,14,4-star,high,mixed,4,12213,93464,12024,26562,129837,32459
Lucknow,Udaipur,1137,flight,summer,8,budget,high,luxury,3,5970,13617,20233,15466,55286,18429
Ahmedabad,Ladakh,2102,flight,summer,12,hostel,high,luxury,2,9330,8462,23764,24498,66054,33027
Delhi,Shimla,269,car,summer,8,4-star,low,mixed,1,2533,48572,7923,1673,60700,60700
Bangalore,Goa,586,car,monsoon,7,5-star,high,budget,7,3159,70548,3007,16899,84251,12036
Kolkata,Ooty,2270,car,monsoon,5,budget,low,mixed,4,13479,4499,4696,1127,21420,5355
Kolkata,Kerala,2525,car,winter,7,budget,high,mixed,7,24566,10153,7988,15653,52524,7503
Kolkata,Munnar,2530,car,summer,5,3-star,low,mixed,1,24603,18357,4763,1266,48988,48988
Kolkata,Kerala,2514,bus,winter,5,budget,low,budget,6,3754,7852,2751,1134,13942,2324
Kolkata,Darjeeling,506,car,monsoon,2,4-star,moderate,luxury,5,3157,8219,3880,1591,15162,3032
Ahmedabad,Ooty,1398,train,summer,14,3-star,moderate,luxury,7,2226,49048,32072,11829,85657,12237
Kolkata,Agra,1329,train,winter,12,5-star,low,luxury,6,2110,182844,27316,2530,193320,32220
Hyderabad,Munnar,1500,car,summer,6,budget,low,mixed,3,11399,10238,5355,1356,28348,9449
Delhi,Manali,619,bus,autumn,5,budget,low,mixed,1,602,6282,5699,1320,13903,13903
Hyderabad,Shimla,1356,train,winter,14,4-star,moderate,budget,1,2638,122804,6277,11569,143288,143288
Delhi,Jaipur,378,flight,summer,10,3-star,low,luxury,4,3777,33258,19409,2145,52730,13182
Hyderabad,Andaman,2245,train,winter,9,3-star,high,budget,3,3853,39858,4160,19708,67580,22527
Chennai,Munnar,497,train,summer,3,5-star,moderate,luxury,4,828,38142,6919,2870,43883,10971
Chandigarh,Manali,1528,train,monsoon,5,hostel,high,luxury,2,1400,2084,9519,10122,23126,11563
Hyderabad,Andaman,2184,train,autumn,2,budget,high,mixed,6,2897,2397,1709,3763,9689,1615
Chandigarh,Ladakh,2165,car,winter,12,4-star,moderate,budget,2,18848,99025,5814,10032,133719,66860
Chandigarh,Shimla,1338,train,monsoon,9,3-star,low,budget,4,1512,18514,4487,2068,23923,5981
Mumbai,Kerala,1327,flight,winter,11,budget,low,budget,5,7454,21156,6094,2789,33744,6749
Hyderabad,Andaman,2214,bus,winter,8,4-star,low,mixed,7,2997,66065,7727,1822,70750,10107
Hyderabad,Manali,1465,flight,winter,14,3-star,low,mixed,7,7990,49923,15833,2875,68959,9851
Bangalore,Darjeeling,2250,train,autumn,9,hostel,moderate,mixed,4,2957,5963,9762,8175,24172,6043
Pune,Agra,1016,bus,summer,8,hostel,moderate,mixed,7,1431,5772,8965,8102,21843,3120
Bangalore,Goa,629,train,summer,10,budget,high,luxury,1,883,13737,23361,22781,60762,60762
Bangalore,Ladakh,3219,bus,autumn,14,3-star,moderate,mixed,5,3016,41323,14366,12511,64095,12819
Pune,Agra,1074,bus,winter,10,4-star,low,luxury,2,1451,84752,25084,2356,113642,56821
Mumbai,Munnar,1503,bus,monsoon,4,3-star,high,luxury,1,1097,8153,8817,8833,26899,26899
Hyderabad,Munnar,1536,car,summer,11,5-star,moderate,mixed,6,14035,147700,9834,9838,163266,27211
Hyderabad,Shimla,1313,flight,winter,8,4-star,low,luxury,4,6054,65556,18846,1712,82951,20738
Chandigarh,Ooty,1262,car,winter,10,budget,moderate,luxury,3,12255,18226,23625,9282,63389,21130
Pune,Varanasi,1079,bus,summer,4,4-star,high,budget,5,1413,26256,2102,8759,34677,6935
Lucknow,Udaipur,1043,car,summer,3,4-star,moderate,luxury,2,9332,23628,6100,2360,41419,20710
Delhi,Rishikesh,258,bus,summer,10,3-star,high,budget,4,366,39038,4572,21845,59238,14810
Hyderabad,Shimla,1356,car,autumn,4,budget,low,luxury,2,9025,5314,8888,964,24192,12096
Pune,Ooty,1336,bus,winter,12,4-star,low,budget,4,1980,104538,6076,3112,104136,26034
Chennai,Shimla,2644,flight,winter,2,hostel,low,budget,4,14572,1687,1022,541,16040,4010
Lucknow,Shimla,1451,flight,autumn,5,hostel,moderate,budget,6,6227,2966,2447,4236,14289,2381
Pune,Andaman,2171,bus,winter,3,3-star,low,mixed,2,2659,11031,3340,777,17808,8904
Lucknow,Jaipur,1025,train,winter,11,4-star,high,budget,2,1852,97264,6292,25748,131156,65578
Chandigarh,Ooty,1392,bus,winter,2,budget,high,luxury,4,2009,3780,3806,3766,12025,3006
Pune,Rishikesh,1262,train,winter,4,budget,moderate,mixed,5,2032,6532,4418,3457,14795,2959
Bangalore,Rishikesh,2439,train,winter,8,hostel,moderate,mixed,5,4537,7452,7955,6290,23611,4722
Ahmedabad,Jaisalmer,1205,bus,autumn,7,5-star,low,budget,1,1381,85531,2980,1644,91536,91536
Ahmedabad,Udaipur,1082,bus,summer,9,3-star,moderate,mixed,1,1385,28399,8356,8091,46231,46231
Chandigarh,Varanasi,1068,bus,winter,3,hostel,moderate,mixed,7,1368,2682,2883,2521,8509,1216
Pune,Jaisalmer,1227,car,autumn,14,4-star,moderate,mixed,3,9690,87982,15969,12877,126519,42173
Chandigarh,Ooty,1250,bus,summer,14,4-star,low,luxury,6,1521,108665,29354,3827,129030,21505
Lucknow,Ladakh,2285,car,winter,5,hostel,moderate,luxury,6,25339,3724,10050,3865,38680,6447
Mumbai,Agra,1190,bus,summer,9,hostel,low,budget,2,1305,6639,5174,2377,15496,7748
Chennai,Ooty,489,bus,summer,8,budget,high,luxury,7,633,10498,19311,17693,43321,6189
Ahmedabad,Darjeeling,1581,car,summer,9,4-star,high,budget,4,15551,61323,4593,21327,92515,23129
Bangalore,Jaisalmer,2088,train,winter,11,4-star,high,mixed,2,4144,92113,12576,25087,133919,66960
Hyderabad,Andaman,2293,train,winter,7,4-star,low,budget,2,4486,48012,3045,1920,57463,28731
Mumbai,Jaisalmer,830,flight,summer,6,4-star,moderate,luxury,2,4288,39442,13609,5095,62434,31217
Pune,Manali,1441,flight,monsoon,4,hostel,high,mixed,1,4982,1704,4429,9402,20516,20516
Mumbai,Rishikesh,1754,bus,summer,9,4-star,moderate,budget,6,2177,68663,3868,8450,74843,12474
Chennai,Rishikesh,2510,flight,monsoon,5,hostel,moderate,luxury,2,8434,2045,10142,3961,24582,12291
Chandigarh,Andaman,2243,flight,winter,8,4-star,high,mixed,3,13065,64444,8413,14307,100229,33410
Delhi,Varanasi,768,car,monsoon,14,hostel,moderate,luxury,3,4032,6846,27102,14195,52175,17392
Delhi,Jaipur,342,train,monsoon,9,3-star,high,mixed,5,305,21023,10060,21082,47224,9445
Bangalore,Shimla,2525,flight,summer,5,4-star,moderate,mixed,5,12888,38652,5055,4807,55263,11053
Pune,Shimla,1312,train,winter,12,5-star,low,mixed,4,2562,206968,13146,3304,203382,50845
Chandigarh,Ladakh,2261,train,monsoon,5,3-star,high,luxury,4,2311,9711,12579,10779,31841,7960
Lucknow,Ooty,1239,flight,winter,7,hostel,moderate,luxury,6,6017,5654,17003,6920,32034,5339
Delhi,Jaisalmer,815,train,autumn,2,hostel,low,budget,2,1148,1256,972,438,3815,1907
Chennai,Ladakh,3332,flight,winter,8,hostel,high,luxury,2,17083,5784,18679,16760,58307,29153
Mumbai,Udaipur,796,bus,monsoon,7,3-star,low,luxury,2,672,16355,13160,1862,32049,16025
Ahmedabad,Goa,1018,train,winter,7,hostel,high,mixed,1,1831,5068,5980,13021,25899,25899
Chennai,Munnar,686,car,autumn,9,budget,low,mixed,7,4887,11765,9756,2344,25877,3697
Ahmedabad,Rishikesh,1237,car,winter,6,budget,high,luxury,5,12103,10050,13354,11684,42471,8494
Hyderabad,Jaipur,1039,bus,summer,10,3-star,low,luxury,2,1264,35197,18922,2526,57909,28955
Delhi,Goa,1997,car,winter,7,hostel,moderate,luxury,1,19127,6516,15595,6658,47895,47895
Ahmedabad,Ladakh,2138,car,monsoon,4,budget,low,luxury,6,11954,4242,9789,865,24166,4028
Lucknow,Agra,1080,train,summer,2,4-star,moderate,budget,3,2011,14440,923,1917,19291,6430
Bangalore,Darjeeling,2279,car,autumn,11,5-star,low,luxury,7,19143,120617,21431,2696,147498,21071
Pune,Agra,978,train,summer,6,4-star,low,budget,2,1675,44036,3419,1336,50465,25233
Hyderabad,Shimla,1364,bus,monsoon,10,hostel,high,mixed,5,1013,4818,9492,23271,34735,6947
Bangalore,Ladakh,3124,car,summer,13,3-star,low,mixed,1,25486,46129,11885,3097,86597,86597
Chennai,Jaipur,1712,train,summer,10,4-star,moderate,budget,3,3065,77648,4734,10151,95597,31866
Chandigarh,Goa,999,car,summer,3,3-star,high,luxury,1,8228,10546,7023,7106,32902,32902
Chennai,Jaipur,1889,car,autumn,6,hostel,moderate,mixed,4,15188,3907,6502,5755,28217,7054
Lucknow,Varanasi,1000,car,monsoon,12,4-star,low,mixed,5,6105,54146,13789,2842,69194,13839
Chandigarh,Kerala,1557,bus,summer,2,hostel,low,mixed,7,2044,1302,2095,535,5378,768
Hyderabad,Goa,906,bus,autumn,8,4-star,low,mixed,6,1019,50442,7470,1844,54698,9116
Chandigarh,Goa,912,bus,monsoon,10,budget,high,luxury,7,688,10972,20556,23857,50466,7209
Delhi,Shimla,272,car,winter,12,budget,low,luxury,1,2604,21978,24450,2813,51844,51844
Hyderabad,Andaman,2248,car,autumn,11,budget,low,budget,7,15482,14332,5259,2508,33823,4832
Bangalore,Jaisalmer,1983,car,autumn,10,budget,moderate,mixed,4,13643,12231,10719,10265,42172,10543
Lucknow,Andaman,2130,car,winter,2,budget,moderate,mixed,6,20796,3439,2114,1588,25143,4190
Ahmedabad,Rishikesh,1239,car,summer,4,5-star,moderate,mixed,2,9541,57207,4456,4019,75224,37612
Pune,Jaipur,937,car,summer,2,budget,low,mixed,4,8957,2662,2282,488,12950,3237
Bangalore,Varanasi,1801,flight,autumn,3,5-star,moderate,luxury,4,8215,36294,6470,2576,48199,12050
Bangalore,Munnar,496,bus,summer,6,4-star,high,budget,7,647,41811,2596,13528,52724,7532
Lucknow,Rishikesh,1386,car,winter,9,hostel,moderate,budget,3,14174,7323,4929,8265,34690,11563
Mumbai,Darjeeling,1967,flight,summer,8,4-star,low,budget,1,10795,55888,3859,1723,72266,72266
Chennai,Varanasi,1637,train,autumn,8,3-star,moderate,mixed,5,2131,25261,8833,6933,38842,7768
Chennai,Kerala,741,flight,summer,10,3-star,low,mixed,6,4935,35008,9868,2288,46889,7815
Chandigarh,Ladakh,2254,flight,winter,7,budget,moderate,luxury,7,11850,11675,17681,6733,43145,6164
Pune,Jaipur,976,bus,autumn,10,budget,moderate,mixed,2,916,12908,9005,8797,31625,15812
Kolkata,Munnar,2595,bus,summer,9,3-star,high,luxury,1,3534,31727,20228,20902,76391,76391
Ahmedabad,Rishikesh,1355,flight,monsoon,4,3-star,moderate,budget,6,4224,8571,1851,3810,16611,2768
Pune,Varanasi,1041,bus,monsoon,2,3-star,moderate,mixed,4,841,3998,1715,1960,7663,1916
Kolkata,Jaipur,1458,train,autumn,11,budget,low,mixed,7,2163,12676,9568,2665,24365,3481
Lucknow,Darjeeling,1424,bus,summer,8,5-star,high,luxury,7,1810,104290,17296,17541,126843,18120
Delhi,Shimla,289,car,summer,13,4-star,low,mixed,4,2604,102570,11399,2770,107410,26852
Mumbai,Jaipur,1087,flight,monsoon,13,3-star,low,mixed,5,4587,32208,12603,2935,47100,9420
Hyderabad,Ooty,1364,bus,summer,10,3-star,moderate,budget,7,1868,38416,4350,8111,47471,6782
Lucknow,Manali,1454,train,autumn,6,hostel,moderate,luxury,5,1946,3669,13500,5535,22185,4437
Pune,Kerala,1547,car,autumn,12,budget,low,luxury,2,9695,13716,29892,2898,56201,28101
Lucknow,Rishikesh,1237,car,summer,14,budget,moderate,mixed,3,9824,19267,13040,12408,54539,18180
Hyderabad,Kerala,1444,flight,summer,13,hostel,moderate,budget,4,7085,8507,7272,12762,32063,8016
Pune,Munnar,1533,train,winter,4,5-star,high,mixed,1,2387,58546,3621,8854,73407,73407
Chandigarh,Kerala,1476,car,summer,11,budget,low,mixed,1,12238,18596,10727,3007,44567,44567
Hyderabad,Jaisalmer,1290,train,winter,8,5-star,high,luxury,3,2651,126679,19189,16282,164801,54934
Chennai,Kerala,607,car,monsoon,10,3-star,moderate,luxury,2,3474,19200,21320,8469,52462,26231
Hyderabad,Ladakh,2200,train,winter,13,budget,moderate,luxury,7,3769,23036,31582,12380,63690,9099
Hyderabad,Varanasi,1000,flight,summer,5,3-star,low,mixed,5,4485,17650,4686,1268,25280,5056
Bangalore,Rishikesh,2373,train,autumn,6,3-star,moderate,luxury,3,3574,18006,12734,6104,40418,13473
Chennai,Jaisalmer,2121,train,winter,11,5-star,moderate,mixed,2,3337,188816,10816,10164,213133,106567
Lucknow,Udaipur,1072,car,monsoon,9,hostel,moderate,luxury,7,5490,3937,17908,6919,30829,4404
